Track Name,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Genre,hiphop,rap,pop,electronic,trap,indie,rnb,rock,dance,reggaeton,Label
Offline,Diljit Dosanjh,0.731,0.48700000000000004,8,-7.63,0,0.0464,0.629,0.0,0.08900000000000001,0.45,94.999,197521,4,"all,indian,bhangra,rnb,all,indian,bhangra",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Hopeful Shivering,Apocryphal,0.547,0.647,11,-9.015,0,0.0371,0.124,0.007520000000000001,0.10400000000000001,0.182,120.045,392375,4,"death+metal,black+metal,death+metal,black+metal,belarusian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fade To Black,Apoptygma Berzerk,0.501,0.958,7,-5.64,1,0.0444,0.00133,0.616,0.0888,0.426,131.986,300747,4,"futurepop,synthpop,ebm,electronic,cover,futurepop,ebm,synthpop",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Howl In the Sky,Biscaya,0.33399999999999996,0.963,9,-7.399,1,0.10800000000000001,0.000982,0.00678,0.115,0.122,130.387,291867,4,"heavy+metal,metal,heavy+metal,swedish,progressive+rock",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Battle for Pride Rock,Hans Zimmer,0.177,0.473,0,-12.152000000000001,1,0.0489,0.233,0.895,0.16699999999999998,0.0514,100.87299999999999,661067,4,"soundtrack,long,hans+zimmer,the+lion+king,soundtrack,instrumental,classical",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Heart of Courage,Thomas Bergersen,0.40299999999999997,0.591,1,-8.126,1,0.0514,0.511,0.8959999999999999,0.10800000000000001,0.192,135.047,117395,4,"epic,instrumental,soundtrack,composer,soundtrack,epic,trailer+music",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Home,Efence,0.6609999999999999,0.5670000000000001,8,-11.64,0,0.0372,0.6829999999999999,0.904,0.115,0.0396,120.03299999999999,196000,4,"electronic,synthwave,retrowave,synthwave,retrowave,outrun",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Future Universal Histories,Solefald,0.261,0.925,4,-4.691,0,0.14400000000000002,0.00498,0.00433,0.28600000000000003,0.212,95.031,408125,4,"progressive+metal,metal,avant-garde+black+metal,avant-garde+metal,black+metal,post-black+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
God's Great Dance Floor - Remix,Reyer,0.618,0.565,6,-8.575,0,0.0916,0.00993,7.65e-05,0.0835,0.628,127.985,230156,4,"christelijk,christian pop,german worship,world worship",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Freiheit, Gleichheit, Brüderlichkeit",Die Apokalyptischen Reiter,0.5589999999999999,0.938,0,-4.388,1,0.0514,0.000398,1.24e-05,0.153,0.46,133.97899999999998,208413,4,"german,metal,folk+metal,death+metal,melodic+death+metal,folk+metal,death+metal,melodic+death+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
The Sacristan,Arve Henriksen,0.309,0.0126,6,-20.379,0,0.0451,0.988,0.8640000000000001,0.106,0.0784,119.8,191706,5,"jazz,ambient,experimental,norwegian,trumpet,jazz,ambient,experimental",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
A Clear Mind,Julius Aston,0.268,0.0058,10,-31.607,1,0.0466,0.992,0.929,0.124,0.126,69.709,173697,3,"piano,ambient,classical,piano,instrumental,chill",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Loungin',Guru,0.725,0.6809999999999999,10,-9.823,0,0.20199999999999999,0.0774,1.13e-06,0.91,0.71,99.074,278227,4,"hip-hop,jazz+hop,jazz,hip+hop,rap,hip-hop,jazz+hop,jazz",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
EL TORO COMBO MEAL (feat. Mavi),Earl Sweatshirt,0.45,0.871,10,-4.542,0,0.353,0.8740000000000001,4.63e-06,0.395,0.34700000000000003,85.92200000000001,151861,4,"earl+sweatshirt,hip-hop,rap,ofwgkta",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Hidden in the Deep,Satanika,0.52,0.985,2,-6.188,1,0.17,5.479999999999999e-05,0.943,0.196,0.0369,99.969,252000,4,"thrash+metal,black+metal,blackened+thrash+metal,italian,thrash+metal,black+metal,blackened+thrash+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Turtles All the Way Down,Sturgill Simpson,0.5529999999999999,0.314,4,-9.217,1,0.0396,0.306,0.0005780000000000001,0.10400000000000001,0.585,91.7,188187,4,"alt-country,country,american,country,singer-songwriter,outlaw+country",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tendu - Spinning Song for Ballet Class,Ballet L'école,0.604,0.222,0,-19.021,1,0.0911,0.9520000000000001,0.895,0.0951,0.33,125.291,50600,4,"classical,ballet,classical,ballet",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Falls,Bayonne,0.475,0.7509999999999999,10,-4.806,1,0.0271,0.643,0.855,0.129,0.142,81.532,240108,4,"electronic,indie+pop,electronic,indie+pop,house",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Revolution (feat. First Aid Kit),Van William,0.442,0.655,11,-6.617000000000001,1,0.0382,0.342,3.96e-06,0.184,0.541,159.964,235947,4,"folk,alternative+rock,american,waters,folk,alternative+rock,american",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Adrienne,Vanessa Paradis,0.6809999999999999,0.588,5,-8.977,1,0.0299,0.39799999999999996,0.006220000000000001,0.0906,0.726,124.93299999999999,205653,4,"french,pop,female+vocalists,chanson+francaise,french+pop,french,pop,female+vocalists",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ghar More Pardesiya,Shreya Ghoshal,0.703,0.982,4,-3.466,1,0.11800000000000001,0.39399999999999996,0.0009390000000000001,0.109,0.6970000000000001,110.03,319636,4,"bollywood,hindi,indian,shreya+ghoshal,bollywood,hindi,indian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Belly Ring,Mika Singh,0.8220000000000001,0.84,1,-4.093,0,0.145,0.102,4.36e-06,0.0613,0.785,106.0,179646,4,"bhangra,bollywood,indian,hindi,bhangra,bollywood,indian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Test & Recognise - Flume Re-work,Seekae,0.544,0.579,8,-8.52,1,0.0712,0.193,1.4300000000000002e-05,0.11699999999999999,0.294,109.76899999999999,303661,4,"ambient,glitch,chillout,electronica,electronic,ambient,glitch,chillout",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Black Brick,Deafheaven,0.19399999999999998,0.946,2,-5.04,0,0.0742,1.7199999999999998e-05,0.858,0.355,0.0534,98.626,447298,4,"black+metal,black+metal,post-black+metal,atmospheric+black+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Science Beat,Have A Nice Life,0.354,0.391,10,-15.345999999999998,1,0.0302,0.0363,0.789,0.14800000000000002,0.625,151.018,335958,3,"dream+pop,shoegaze,post-rock,drone",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Puppet Master (feat. B Real & Dr. Dre),DJ Muggs,0.599,0.491,10,-11.665999999999999,0,0.429,0.0395,0.0006799999999999999,0.655,0.429,177.122,300133,4,"hip-hop,trip-hop,cypress+hill,rap,hip+hop,hip-hop,trip-hop,cypress+hill",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
The Clearing Blind,Novembers Doom,0.406,0.662,0,-12.605,0,0.0309,0.00018899999999999999,0.00035800000000000003,0.0679,0.36200000000000004,82.54899999999999,339844,3,"doom+metal,death+doom+metal,death+metal,death-doom+metal,doom+metal,death+doom+metal,death+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I Just CAN't Stop,JFC,0.445,0.9490000000000001,7,-2.6910000000000003,0,0.171,0.149,0.0,0.139,0.384,150.058,260992,4,"ambient,downtempo,chillout,ambient,downtempo,chillout",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Spiegel im Spiegel,Arvo Pärt,0.17800000000000002,0.0658,5,-21.197,1,0.036000000000000004,0.9840000000000001,0.0134,0.0594,0.0848,74.763,623280,3,"classical,piano,minimalism,contemporary+classical,arvo+part,classical,contemporary+classical,minimalism",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Thrash Violento,Holocausto,0.33799999999999997,0.983,7,-5.716,1,0.106,0.00031600000000000004,0.0,0.6970000000000001,0.23399999999999999,102.663,156735,4,"thrash+metal,black+metal,brazilian,death+metal,blackened+thrash+metal,thrash+metal,black+metal,brazilian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Island Life,Wolfgang Haffner,0.764,0.17600000000000002,2,-13.185,1,0.0392,0.31,0.8740000000000001,0.0869,0.165,114.031,299280,4,"qlencja+relax+selection,jazz,nu+jazz,smooth+jazz",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Raise a Hallelujah (Studio Version),Bethel Music,0.42,0.823,1,-4.888999999999999,1,0.0434,0.00985,0.0,0.10300000000000001,0.517,163.997,244040,4,"worship,christian,worship,christian,bethel+live",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
The Curse of the Black Rose (Live),Silent Knight,0.316,0.987,7,-3.5010000000000003,0,0.124,2.04e-06,0.0377,0.348,0.13699999999999998,159.983,227573,4,"power+metal,underground+hip-hop,underground+rap,power+metal,underground+hip-hop,underground+rap",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C'est la vie - Acoustic,Bobby Bazini,0.524,0.303,0,-6.772,1,0.0467,0.8420000000000001,0.0,0.11,0.523,185.62900000000002,207907,4,"folk,soul,britpop,canada,folk,soul,britpop",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Metal Negro,Imperius Profanus,0.168,0.995,6,-1.236,0,0.293,1.35e-06,0.972,0.184,0.0699,163.599,253907,4,"black+metal,brazil,brazilian,brazilian+metal,black+metal,brazil,brazilian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Deep Dream,Niigata,0.179,0.0972,7,-26.884,0,0.0481,0.991,0.9420000000000001,0.10099999999999999,0.218,132.111,224981,4,"atmosphere,background music",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Calle Cartel - Original Mix,Knowa Knowone,0.685,0.863,7,-5.132999999999999,1,0.222,0.00525,0.43799999999999994,0.312,0.53,183.94400000000002,262478,4,"dubstep,glitch-hop,instrumental+hip+hop,dubstep,glitch-hop,instrumental+hip+hop",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Crystal Eyes,Mark Farner,0.62,0.748,2,-8.726,1,0.0298,0.0639,8.65e-05,0.141,0.628,96.52,236307,4,"rock,hard+rock,rock,hard+rock,christian+rock",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Nimeni on Feeniks,Synestesia,0.51,0.997,11,-3.3360000000000003,0,0.17,2.8699999999999996e-05,0.937,0.405,0.102,120.06,190947,3,"melodic+death+metal,finnish+metal,finnish,finnish+melodic+death+metal,melodic+death+metal,finnish,metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Black Death, Nonetheless",Anorexia Nervosa,0.271,0.897,1,-4.406000000000001,1,0.0576,4.01e-06,0.21600000000000003,0.377,0.21100000000000002,107.44,317200,4,"symphonic+black+metal,black+metal,symphonic+black+metal,black+metal,melodic+black+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Circle,Feelds,0.604,0.509,0,-6.4670000000000005,1,0.0363,0.22699999999999998,1.36e-05,0.11199999999999999,0.198,86.039,180967,4,"brian+wilson,brian+wilson",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Light,Sleeping At Last,0.22399999999999998,0.387,0,-9.022,1,0.0287,0.532,0.00548,0.0689,0.0395,104.566,262533,4,"indie,indie+rock,soundtrack,ost,light,indie,indie+rock,alternative",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
Beats That,Damma Beatz,0.733,0.562,6,-9.647,0,0.0763,0.606,0.934,0.0932,0.34,90.05,168000,4,"hip-hop,hip-hop",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Music for Zen Meditation,Dr. Sounds,0.10800000000000001,0.0211,2,-29.136999999999997,0,0.0492,0.9540000000000001,0.9390000000000001,0.10099999999999999,0.0321,80.811,403776,4,"ambient,dark+ambient,new+age,electronic,ambient,dark+ambient,new+age",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I Hit It First,Hella,0.599,0.7559999999999999,7,-8.592,0,0.0407,0.0502,0.0534,0.18,0.145,98.006,204704,4,"math+rock,noise+rock,experimental,instrumental,math+rock,noise+rock,experimental",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"Cello Suite No. 1 in G Major, BWV 1007: II. Allemande",Johann Sebastian Bach,0.39899999999999997,0.0374,7,-28.436,1,0.0629,0.961,0.8390000000000001,0.0965,0.825,75.062,238853,4,"cello,classical,baroque,instrumental",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Vanille fraise,L'Impératrice,0.767,0.547,7,-11.458,0,0.0474,0.0399,0.485,0.0949,0.66,103.03,238183,4,"french,france,synthpop,funk,french,france,synthpop",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sauda Khara Khara,Diljit Dosanjh,0.687,0.919,10,-3.28,1,0.0635,0.0939,4.38e-06,0.105,0.877,145.037,211034,4,"all,indian,bhangra,rnb,all,indian,bhangra",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Blind Contour Drawing For Piano,Gregg Kowalsky,0.24100000000000002,0.126,9,-20.531999999999996,1,0.0335,0.9390000000000001,0.774,0.0721,0.0524,68.321,314677,3,"ambient,drone,experimental,kranky,ambient,drone,experimental",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Metal Glo - Luca Lozano + Mr. Ho Remix,Roza Terenzi,0.795,0.903,0,-8.295,0,0.047,0.000605,0.9109999999999999,0.149,0.46799999999999997,127.999,431475,4,"australian house,experimental techno",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Got That Swing - Original Mix,Crazy Daylight,0.792,0.764,5,-5.747999999999999,0,0.131,0.0956,0.00446,0.0515,0.601,99.98899999999999,225513,4,"glitch+hop,dubstep,moombahton,glitch+hop,dubstep,moombahton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lost - Live,Visions of Atlantis,0.423,0.955,1,-7.547000000000001,1,0.16899999999999998,0.00013700000000000002,0.00775,0.953,0.113,85.00399999999999,248213,4,"symphonic+metal,power+metal,female+fronted+metal,gothic+metal,metal,symphonic+metal,power+metal,female+fronted+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Black Rock 'n' Roll - Live,Midnight,0.182,0.915,8,-3.89,1,0.0956,5.3299999999999995e-05,0.675,0.705,0.32299999999999995,130.697,184693,4,"speed+metal,black+metal,thrash+metal,black+n+roll,heavy+metal,speed+metal,black+metal,thrash+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Havoc,Borknagar,0.258,0.96,11,-5.513999999999999,1,0.087,0.000408,0.34700000000000003,0.0673,0.141,175.106,401031,4,"black+metal,folk+metal,black+metal,viking+metal,progressive+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
The Whispers,Harold Budd,0.228,0.00385,9,-35.213,0,0.0449,0.995,0.917,0.0858,0.11699999999999999,141.201,163000,3,"ambient,contemporary+classical,neoclassical,deep,drink+deep,ambient,minimalism,piano",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
White Christmas,Iggy Pop,0.491,0.469,1,-7.954,1,0.0251,0.6809999999999999,0.675,0.201,0.5660000000000001,84.98200000000001,207527,4,"christmas,alternative,punk,punk+rock,rock",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
All There,Jeezy,0.685,0.768,4,-2.753,1,0.0336,0.0584,0.0,0.14400000000000002,0.322,72.49,198413,4,"atl hip hop,crunk,dirty south rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap",1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Tucked Away,Expire,0.233,0.953,10,-7.579,1,0.0461,0.00932,0.841,0.102,0.6579999999999999,99.738,106440,4,"hardcore,hardcore+punk,punk,hardcore,hardcore+punk,punk",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Vaadi Pulla Vaadi,Hiphop Tamizha,0.473,0.941,9,-5.431,1,0.062,0.342,8.92e-05,0.275,0.303,180.195,246700,4,"hip-hop,all,indian,india,chennai,hip-hop,all,indian",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Drowning Without You,Fred V & Grafix,0.434,0.82,2,-6.355,1,0.0368,0.0071200000000000005,0.0247,0.102,0.12300000000000001,174.083,248089,4,"drum+and+bass,liquid+funk,drum+and+bass,liquid+funk,electronic",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Hostage,Chelsea Grin,0.501,0.987,8,-4.794,0,0.133,2.52e-05,0.275,0.365,0.213,129.981,196002,4,"deathcore,progressive+deathcore,grindcore,death+metal,deathcore,brutal+deathcore,grindcore",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Busted Heart (Hold On To Me),for KING & COUNTRY,0.514,0.54,0,-6.819,1,0.0263,0.045,0.0194,0.0878,0.309,101.061,198787,4,"christian,christian,indie,contemporary+christian",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Balm (Scaled Down Version),Peter Sandberg,0.353,0.0175,11,-22.767,1,0.0456,0.9890000000000001,0.9009999999999999,0.0971,0.28600000000000003,106.507,126938,3,"jazz,piano,piano,jazz,chillout",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Can't Do Without You,Caribou,0.691,0.40700000000000003,0,-9.052999999999999,1,0.0473,0.792,0.642,0.7829999999999999,0.491,128.039,236400,4,"electronic,canadian,electronica,electronic,experimental,indie",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Nakhreya Mari,DJ Sanj,0.64,0.9440000000000001,6,-3.803,1,0.226,0.00951,0.00015900000000000002,0.858,0.8140000000000001,98.03200000000001,179440,4,"indian,bhangra,electronic,dance,bhangra,indian,electronic",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
"i'm in love with u, sorry",j'san,0.578,0.28800000000000003,5,-17.204,1,0.0589,0.97,0.633,0.125,0.276,94.98299999999999,90316,4,"jazz,instrumental,downtempo,beats,lo-fi,jazz,instrumental,downtempo",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Wonder If I Take You Home (Re-Recorded / Remastered),Lisa Lisa & Cult Jam,0.736,0.7829999999999999,6,-7.354,0,0.0807,0.0139,0.00011100000000000001,0.079,0.713,115.178,406857,4,"electro,freestyle,funk,new jack swing,quiet storm,urban contemporary",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
You'll Be In My Heart - Instrumental,Fred Mollin,0.636,0.321,6,-12.241,1,0.0516,0.987,0.606,0.063,0.897,94.021,90027,4,"soundtrack,lullabies,babybabybaby,jazz,soundtrack,jazz,lullaby-instrumentals",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Murder Music (feat. Kabaka Pyramid & Ms. Dynamite) - SHY FX Remix,Chase & Status,0.524,0.975,9,-4.106,0,0.155,0.0018,0.0198,0.0596,0.32299999999999995,174.998,196893,4,"drum+and+bass,dubstep,electronic,dnb,drum+and+bass,dubstep,electronic",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Basketball,Guru,0.723,0.743,5,-5.752999999999999,0,0.316,0.17800000000000002,0.0,0.23800000000000002,0.495,79.964,210240,4,"hip-hop,jazz+hop,jazz,rap,hip+hop,hip-hop,jazz+hop,jazz",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Infant Eyes,Wayne Shorter,0.247,0.0119,3,-21.038,1,0.0483,0.988,0.7040000000000001,0.098,0.132,77.255,414840,4,"jazz,saxophone,jazz,saxophone,hard+bop",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Miracle,Blackmill,0.541,0.586,9,-10.595999999999998,1,0.0283,0.184,0.6809999999999999,0.128,0.198,138.014,356091,4,"dubstep,chillstep,dubstep,chillstep,electronic",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
La voix du corps - Deep Beats Mix,Area 42,0.89,0.6409999999999999,1,-10.765999999999998,1,0.141,0.13,0.0013599999999999999,0.0714,0.442,119.961,213500,4,"chillout,all,ambient,chillout,all,lounge",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Metal Mind,Kap Kap,0.626,0.591,6,-8.437999999999999,0,0.0383,0.00399,0.765,0.163,0.45799999999999996,97.0,338467,4,"psychedelic,indie+rock,krautrock,new+wave,indie+rock,psychedelic,finnish",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
Minimum Wage,Cass McCombs,0.619,0.5489999999999999,7,-9.379,1,0.0303,0.508,0.26899999999999996,0.0712,0.245,112.848,187093,4,"folk,singer-songwriter,indie,2015,alternative,folk,singer-songwriter,indie",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Heavy Metal,Guy Clark,0.741,0.32299999999999995,11,-12.565,0,0.35,0.757,3.75e-06,0.634,0.43,107.571,217773,4,"country,singer-songwriter,americana,folk,guy+clark,country,singer-songwriter,americana",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Eating the Porridge and Killing the Bears,Heavy Heavy Low Low,0.35200000000000004,0.8,9,-5.21,1,0.113,0.000985,0.00016299999999999998,0.23600000000000002,0.336,136.472,98253,4,"grindcore,hardcore,experimental,mathcore,experimental,hardcore",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Still Rock & Roll,Brandon Lay,0.693,0.815,8,-5.087,1,0.0284,0.0059,2.68e-06,0.29,0.6459999999999999,108.051,227154,4,"linedance+2020,country,linedance+2020,linedance+2019",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Like You - Tere Jaisi,Garry Sandhu,0.862,0.7659999999999999,10,-2.531,0,0.159,0.514,1.56e-05,0.0881,0.633,97.071,190515,4,"indian,bhangra,born+in+india,bhangra,indian,born+in+india",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fire It Up,Damma Beatz,0.679,0.606,10,-7.675,0,0.0697,0.00564,0.632,0.11800000000000001,0.209,179.985,161333,4,"hip-hop,hip-hop",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kodama,Alcest,0.467,0.573,3,-9.266,0,0.0307,0.000917,0.7879999999999999,0.341,0.248,104.93799999999999,547400,3,"shoegaze,progressive+rock,post-rock,black+metal,shoegaze,black+metal,post-rock",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Melissa - Live at Graspop,King Diamond,0.131,0.7170000000000001,9,-11.582,0,0.0733,0.0155,0.0032600000000000003,0.9359999999999999,0.198,157.65200000000002,390984,3,"heavy+metal,progressive+metal,horror+metal,metal,heavy+metal,metal,progressive+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ocean Drive,Duke Dumont,0.6859999999999999,0.718,8,-5.053999999999999,0,0.0431,0.006370000000000001,0.0007030000000000001,0.11900000000000001,0.557,115.02600000000001,206320,4,"2015,electronic,electro,party,house,electronic,electro",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cobra,Ital Tek,0.546,0.564,1,-14.672,0,0.0585,0.00238,0.7120000000000001,0.382,0.0433,171.993,248387,4,"dubstep,idm,experimental,electronic,planet+mu,dubstep,idm,electronic",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Are You Metal?,Helloween,0.39799999999999996,0.84,2,-7.744,1,0.0512,1.6899999999999997e-05,0.0722,0.318,0.231,136.408,215280,4,"power+metal,thrash,power+metal,heavy+metal,speed+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kerala Song,Hiphop Tamizha,0.523,0.9470000000000001,7,-2.6,1,0.258,0.163,0.0,0.451,0.653,190.013,237552,4,"hip-hop,all,indian,india,chennai,hip-hop,all,indian",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Pass That Shit (feat. Spinn & Taso),DJ Rashad,0.516,0.519,11,-10.039,0,0.40299999999999997,0.0112,0.17800000000000002,0.272,0.48,119.735,258024,4,"double+cup,juke,footwork,electronic",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
The Devil's Son,Belphegor,0.452,0.988,2,-4.2330000000000005,1,0.213,2.5300000000000002e-05,0.631,0.39399999999999996,0.0927,130.32399999999998,260731,4,"the+devil%27s+son+is+gay,black+metal,blackened+death+metal,death+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Akuma (feat. Rachel Mcalpine),ALEX,0.81,0.652,2,-7.457999999999999,1,0.0457,0.00125,0.0622,0.08,0.565,120.00399999999999,234126,4,"female+vocalist,discover+weekly,synthwave,electronic,pop",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Turn off the Lights - Radio Edit,Trevor Jackson,0.595,0.647,4,-6.355,0,0.0316,0.128,0.0,0.672,0.44,62.04,209429,4,"electronic,uk,uk,electronic,rnb",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
"Exit, Exist",After The Burial,0.32899999999999996,0.9259999999999999,10,-3.966,0,0.141,1.6800000000000002e-05,0.746,0.0816,0.46399999999999997,185.12400000000002,234834,4,"metalcore,deathcore,progressive+death+metal,2019,progressive+metalcore,metalcore,deathcore,progressive+metalcore",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Brazos River Blues,Eric Bibb,0.664,0.384,0,-10.569,1,0.0455,0.488,0.0435,0.10800000000000001,0.396,116.242,151403,3,"blues,singer-songwriter,folk,acoustic+blues,blues,singer-songwriter,acoustic+blues",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
