Track Name,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Genre,hiphop,rap,pop,electronic,trap,indie,rnb,rock,dance,reggaeton,Label
Jumpsuit,Twenty One Pilots,0.619,0.628,11,-8.307,0,0.038,0.007809999999999999,0.207,0.20600000000000002,0.23199999999999998,127.065,238568,4,"alternative+rock,rock,alternative,indie,alternative,electronic,indie",0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
Dance Again,Selena Gomez,0.784,0.552,1,-7.261,0,0.0871,0.0447,0.0,0.192,0.465,111.984,170498,4,"pop,electropop,dance,bop,pop,female+vocalists,disney",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
Snitches & Rats (feat. Young Nudy),21 Savage,0.821,0.6709999999999999,9,-5.893,1,0.18,0.00843,8.499999999999999e-05,0.0972,0.494,145.953,187773,4,"hip-hop,trap,rap,hip+hop,21+savage,hip-hop,trap,rap",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Slow Hands,Niall Horan,0.728,0.426,0,-6.69,1,0.0509,0.0142,0.0,0.0546,0.8440000000000001,85.90799999999999,188174,4,"pop,folk,pop,irish,folk",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Christmas Time Is Here - Vocal,Vince Guaraldi Trio,0.38799999999999996,0.145,9,-19.697,0,0.0318,0.978,6.86e-06,0.0997,0.0911,75.47399999999999,166387,3,"jazz,soundtrack,holiday,cartoon,jazz+piano,jazz,christmas,piano",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Trigger,Major Lazer,0.57,0.585,8,-7.041,1,0.251,0.128,0.000105,0.111,0.37799999999999995,97.285,171987,4,"khalid,2010s,2019,electronic,dancehall,reggae",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
my ex's best friend (with blackbear),Machine Gun Kelly,0.728,0.685,5,-5.096,0,0.0433,0.00391,0.0,0.152,0.33,124.934,138970,4,"alternative,rock,punk,emo,hip-hop,rap,pop+punk",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
This Is Me,Keala Settle,0.284,0.7040000000000001,2,-7.276,1,0.18600000000000003,0.00583,0.00011499999999999999,0.0424,0.1,191.702,234707,4,"musical,soundtrack,this+is+me,oscar+nominee,keala+settle,musical,soundtrack,broadway",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
OK Not To Be OK,Marshmello,0.743,0.8370000000000001,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072,159863,4,"dance,electronic,trap,edm,pop,dance,electronic,trap",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
Desconocidos,Mau y Ricky,0.7090000000000001,0.7709999999999999,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.7090000000000001,174.00599999999997,204453,4,"latin,dance,reggaeton,venezuela,latin,dance,reggaeton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
365,Zedd,0.745,0.693,2,-5.479,0,0.034,0.33899999999999997,0.0,0.12300000000000001,0.248,98.039,181900,4,"katy+perry,pop,dance,zedd,electro+house,electronic,house",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
Daylight,Taylor Swift,0.557,0.496,0,-9.602,1,0.0563,0.8079999999999999,0.000173,0.0772,0.265,149.983,293453,4,"pop,love+at+first+listen,pop,country,female+vocalists",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Paradise,George Ezra,0.642,0.8809999999999999,11,-3.537,1,0.0393,0.209,0.0,0.21,0.9129999999999999,138.03,222045,4,"pop,british,2018+single,folk,indie,folk,singer-songwriter",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
APESHIT,The Carters,0.705,0.784,2,-6.477,1,0.271,0.0133,0.0,0.168,0.377,160.035,264853,4,"rap,hip-hop,rnb,hip+hop,hip-hop,rnb,rap",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Make It Rain (feat. Rowdy Rebel),Pop Smoke,0.5,0.767,1,-4.105,1,0.40299999999999997,0.162,9.790000000000001e-05,0.385,0.58,159.477,202443,4,"rowdy+rebel,pop+smoke,brooklyn+drill,rap,hip-hop,drill",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Yea Yea,Pop Smoke,0.7170000000000001,0.474,5,-8.383,0,0.40299999999999997,0.0509,0.0,0.139,0.44799999999999995,123.906,185804,4,"pop+smoke,brooklyn+drill,rap,hip-hop,drill",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Little Engine,Eminem,0.769,0.8109999999999999,10,-4.162,0,0.228,0.0234,0.0,0.0451,0.76,155.08100000000002,177293,4,"rap,hip+hop,eminem,2020,2020s,rap,hip-hop,eminem",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Go Crazy,Chris Brown,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,176960,4,"r&b,pop+rap,chris+brown,10s,young+thug,rnb,hip-hop,chris+brown",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Diamonds,Sam Smith,0.653,0.667,10,-6.763999999999999,0,0.0423,0.154,0.0,0.107,0.556,104.181,213869,4,"pop,2020,british,party,soul,pop,british",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
the light is coming (feat. Nicki Minaj),Ariana Grande,0.879,0.544,6,-5.667000000000001,0,0.151,0.0149,1.1400000000000001e-05,0.0291,0.67,99.005,228400,4,"pop,trash,sweetener,rap,pop,rnb,female+vocalists",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Taking A Walk,Trippie Redd,0.767,0.5379999999999999,0,-6.044,0,0.052000000000000005,0.68,0.0,0.192,0.34299999999999997,81.031,121680,4,"6ix9ine,tekashi,big+13,bujarrrrr,djakademiks,hip-hop,trap,rap",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Playinwitme (feat. Kehlani),KYLE,0.687,0.5870000000000001,1,-5.772,0,0.124,0.302,0.0,0.278,0.6759999999999999,156.575,193094,4,"rap,rnb,kyle,trap,kehlani,hip-hop,rap,acoustic",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
Friends,BTS,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.648,79.98,199339,4,"2020,k-pop,bts,kpop",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Feel The Love,KIDS SEE GHOSTS,0.585,0.597,0,-7.499,1,0.037000000000000005,0.33899999999999997,0.0404,0.195,0.22699999999999998,100.051,324674,4,"hip-hop,rap,kanye+west,alternative+hip+hop,kid+cudi,hip-hop,rap,hip+hop",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
My Dawg,21 Savage,0.831,0.532,0,-5.319,0,0.301,0.0652,0.0,0.46399999999999997,0.364,140.105,181716,4,"hip-hop,trap,rap,hip+hop,21+savage,hip-hop,trap,rap",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Crying in the Club,Camila Cabello,0.33399999999999996,0.617,6,-5.834,0,0.38299999999999995,0.33399999999999996,0.0,0.163,0.603,85.227,216391,4,"pop,dance,camila+cabello,sia,pop,female+vocalists,dance",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
Modern Slavery,Huncho Jack,0.7440000000000001,0.7390000000000001,4,-3.735,0,0.22399999999999998,0.00161,0.0,0.28,0.507,134.00799999999998,148560,4,"rap,hip-hop,trap,travis+scott,quavo,trap,rap,hip-hop",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Solo Dance,Martin Jensen,0.7440000000000001,0.836,6,-2.396,0,0.0507,0.0435,0.0,0.19399999999999998,0.36,114.965,174933,4,"tropical+house,electronic,party,danish,house,all,tropical+house",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Jingle Bells (feat. The Puppini Sisters),Michael Bublé,0.7020000000000001,0.588,5,-5.914,1,0.0563,0.634,0.0,0.198,0.8490000000000001,122.945,159973,3,"christmas,christmas+time,jazz,swing,christmas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Took His Time,Lil Wayne,0.753,0.703,5,-3.417,0,0.213,0.14400000000000002,0.0,0.325,0.6409999999999999,149.991,262400,4,"hip hop,new orleans rap,pop rap,rap,trap",1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
All Night,The Vamps,0.544,0.809,8,-5.098,1,0.0363,0.0038,0.0,0.32299999999999995,0.44799999999999995,145.017,197640,4,"pop,electronic,pop,pop+rock,british",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SUGAR,BROCKHAMPTON,0.45299999999999996,0.5379999999999999,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,204533,4,"hip+hop,alternative,experimental+hip+hop,alternative+hip+hop,brockhampton,hip-hop,rap,hip+hop",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
Armed And Dangerous,Juice WRLD,0.736,0.67,10,-6.702000000000001,1,0.311,0.18600000000000003,0.0,0.114,0.845,130.032,169999,4,"trap,hip+hop,juice+wrld,banger,hip-hop,rap,cloud+rap",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
It’s Nice To Have A Friend,Taylor Swift,0.737,0.175,10,-9.912,1,0.0401,0.971,0.000337,0.171,0.545,70.008,150440,4,"pop,taylor+swift,pop,country,female+vocalists",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
forget me too (feat. Halsey),Machine Gun Kelly,0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.19399999999999998,0.522,99.975,171621,4,"hip-hop,rap,pop+punk,cleveland,mgk,hip-hop,rap,pop+punk",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FEEFA,6ix9ine,0.754,0.728,6,-7.61,0,0.0809,0.0412,0.0,0.106,0.594,140.007,163086,4,"hip-hop,rap,trap,hip+hop,hip-hop,rap,trap",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
VIBEZ,DaBaby,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187,144935,4,"dababy,21st+century+in+music,hip-hop,rap,trap",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
all my friends,21 Savage,0.713,0.62,0,-4.513,1,0.0422,0.171,1.16e-06,0.11800000000000001,0.20600000000000002,130.09,211785,4,"rap,hip+hop,trap,post+malone,hip-hop,trap,rap",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Me Gusta,Shakira,0.775,0.696,1,-5.184,0,0.0681,0.0559,0.0018399999999999998,0.157,0.775,92.007,190570,4,"pop,latin,female+vocalists,spanish,rock,pop,latin,female+vocalists",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
Daechwita,Agust D,0.65,0.8270000000000001,8,-4.013999999999999,1,0.0599,0.0229,0.0,0.121,0.223,144.995,225668,4,"rap,hip+hop,korean,k-rap,rap,hip-hop,hip+hop",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Somebody,The Chainsmokers,0.532,0.616,10,-7.074,0,0.0328,0.18600000000000003,0.0,0.0928,0.292,101.883,223147,4,"electronic,pop,synthpop,alternative+rnb,electronic,pop,house",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Cherry Lady,Capital Bra,0.838,0.5489999999999999,9,-7.145,0,0.0755,0.877,0.000964,0.115,0.654,114.445,135597,4,"deutschrap,rap,german,hip-hop,deutschrap,rap,german",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FLIP THE SWITCH (feat. Drake),Quavo,0.853,0.637,3,-5.9239999999999995,0,0.331,0.129,0.0,0.267,0.496,86.04799999999999,156195,4,"quavo,drake,migos,quavo,rap",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Do You Hear What I Hear?,Bing Crosby,0.489,0.32799999999999996,10,-10.892000000000001,1,0.0261,0.8909999999999999,0.00037999999999999997,0.307,0.405,100.83,165960,4,"christmas,bing+crosby,christmas,jazz,swing",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Ghostbusters,Ray Parker Jr.,0.779,0.7170000000000001,6,-9.7,0,0.0335,0.0125,0.0536,0.355,0.789,115.384,240800,4,"80s,soundtrack,pop,ghostbusters,80s,pop,soundtrack",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,0.6809999999999999,0.7879999999999999,1,-4.323,1,0.0785,0.0482,0.0,0.0753,0.8390000000000001,170.019,220117,4,"latin,spanish,reggaeton,latin,all,reggaeton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Break Up Every Night,The Chainsmokers,0.624,0.8059999999999999,1,-5.957000000000001,1,0.0437,0.00411,0.0,0.0872,0.528,149.999,207520,4,"garbage,trash,2017,electronic,pop,house",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
It's Beginning To Look Like Christmas,Bing Crosby,0.473,0.212,0,-15.017999999999999,0,0.0496,0.77,0.0,0.136,0.5760000000000001,96.94,166000,4,"christmas,christmas,jazz,swing",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Weak,AJR,0.6729999999999999,0.637,5,-4.518,1,0.0429,0.13699999999999998,0.0,0.184,0.6779999999999999,123.98,201160,4,"male+vocalists,2010s,2017,indie+pop,pop,indie",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Inner Child,BTS,0.589,0.696,11,-7.981,1,0.0725,0.017,0.0,0.0808,0.332,134.953,233266,4,"v,taehyung,k-pop,2020,k-pop,bts,kpop",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Wolke 10,MERO,0.77,0.797,10,-4.985,0,0.0693,0.0662,3.81e-06,0.0858,0.39299999999999996,100.00299999999999,172827,4,"rap,hip+hop,german,hip-hop,rap,german,hip-hop",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
How Long - Remix,Charlie Puth,0.863,0.631,1,-4.959,0,0.0822,0.17,0.0,0.078,0.89,109.99,206965,4,"pop,rnb,soul,pop,rnb,soul",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Barbie Dreams,Nicki Minaj,0.85,0.787,8,-4.1339999999999995,0,0.33799999999999997,0.313,0.0,0.19399999999999998,0.7,87.98299999999999,279867,4,"rap,hip+hop,2018,hip-hop,hip-hop,rap,pop",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,0.792,0.895,1,-3.112,0,0.0589,0.165,0.0,0.0501,0.794,94.96799999999999,201526,4,"latin+pop,jason+derulo,pop,latin,dance",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
"ALONE, PART 3",XXXTENTACION,0.61,0.258,0,-12.758,1,0.0331,0.883,0.0145,0.10300000000000001,0.16399999999999998,127.08,109986,4,"hip-hop,rap,emo,rnb,xxxtentacion,hip-hop,cloud+rap,rap",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Real Friends,Camila Cabello,0.74,0.303,3,-8.612,1,0.11699999999999999,0.835,0.0,0.0782,0.8190000000000001,91.958,213933,4,"pop,love+yourself,sadly+beautiful,pop,female+vocalists,dance",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
Ballin' (with Roddy Ricch),Mustard,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,180435,4,"roddy+ricch,rap,hip-hop,west+coast",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Overnight,Logic,0.861,0.745,1,-6.77,1,0.0608,0.0013800000000000002,1.87e-05,0.141,0.889,150.002,217560,4,"hip-hop,rap,hip-hop,rap,hip+hop",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Farewell,Eminem,0.89,0.664,4,-6.625,0,0.106,0.00487,0.0,0.257,0.467,93.007,247733,4,"rap,hip+hop,eminem,2020,2020s,rap,hip-hop,eminem",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Sanguine Paradise,Lil Uzi Vert,0.7290000000000001,0.603,6,-6.736000000000001,0,0.0666,0.0948,0.0,0.113,0.207,134.972,243976,4,"hip-hop,rap,trap,mumble+rap,lil+uzi+vert,trap,hip-hop,rap",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Gris,J Balvin,0.8490000000000001,0.7090000000000001,6,-4.717,0,0.0794,0.22899999999999998,0.0,0.32899999999999996,0.9159999999999999,93.06,176627,4,"reggaeton,pop,colombian,all,reggaeton,pop,colombian",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Redbone,Childish Gambino,0.745,0.35600000000000004,1,-10.425,1,0.0941,0.172,0.00943,0.12300000000000001,0.607,160.033,326933,4,"funk,soul,psychedelic+soul,neo-soul,synth+funk,hip-hop,rap,hip+hop",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Beautiful (feat. Camila Cabello),Bazzi,0.638,0.7170000000000001,2,-4.7219999999999995,1,0.0337,0.34600000000000003,0.0,0.105,0.249,100.027,180000,4,"pop,rnb,rnb,pop,american",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
4th Dimension,KIDS SEE GHOSTS,0.58,0.469,0,-5.946000000000001,0,0.10400000000000001,0.126,7.32e-05,0.099,0.369,110.573,165053,4,"kanye+west,kid+cudi,hip-hop,rap,alternative+hip+hop,hip-hop,rap,hip+hop",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Lean Wit Me,Juice WRLD,0.665,0.6509999999999999,1,-5.515,1,0.156,0.0414,0.0,0.0896,0.237,163.935,175755,4,"rap,hip-hop,juice+wrld,hip-hop,rap,cloud+rap",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Rollin (feat. Future & Khalid),Calvin Harris,0.754,0.762,6,-4.486000000000001,0,0.0849,0.45,6.670000000000001e-05,0.22399999999999998,0.6729999999999999,92.00200000000001,272667,4,"electronic,funk,dance,hip+hop,electronic,dance,electro",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
Say My Name,David Guetta,0.703,0.66,10,-5.119,0,0.12300000000000001,0.13699999999999998,0.0,0.192,0.79,95.031,198947,4,"dance,pop,electronica,dj,spanglish,dance,house,electronic",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
Mercy,Shawn Mendes,0.469,0.68,11,-4.921,0,0.11699999999999999,0.13699999999999998,0.0,0.11,0.374,147.734,208733,4,"pop,canadian,hino,gospel+choir,treat+you+better+2,pop,canadian,folk",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Thunderclouds,Sia,0.691,0.716,7,-5.985,1,0.0351,0.0085,9.06e-06,0.263,0.507,112.035,187027,4,"female+vocalists,indie,chillout,trip-hop,downtempo,female+vocalists,indie,chillout",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Stuck In A Dream (feat. Gunna),Lil Mosey,0.753,0.652,10,-5.943,0,0.0753,0.444,0.0,0.11699999999999999,0.745,139.96200000000002,123560,4,"lil+mosey,gunna,rap,cloud+rap,hip-hop",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Got It On Me,Pop Smoke,0.688,0.647,2,-7.257999999999999,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834,164580,4,"brooklyn+drill,pop+smoke,rap,hip-hop,drill",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MotorSport,Migos,0.9009999999999999,0.529,2,-4.4430000000000005,1,0.191,0.0519,0.0,0.179,0.146,138.003,307660,4,"rap,hip+hop,cardi+b,nicki+minaj,hip-hop,trap,rap",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,0.845,0.631,7,-8.206,0,0.21600000000000003,0.188,0.0,0.0806,0.545,111.98299999999999,279907,4,"travis+scott,young+thug,gunna,mumble+rap,hip-hop,trap,rap",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Only You Freestyle,Headie One,0.68,0.826,5,-2.5610000000000004,1,0.27,0.562,0.0,0.254,0.804,146.95,248937,4,"drake,headie+one,rap,grime,hip+hop",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Vulnerable,Selena Gomez,0.695,0.573,10,-8.882,1,0.16699999999999998,0.132,0.00013700000000000002,0.156,0.38,100.031,192172,4,"pop,synthpop,female+vocalists,disco,pop,female+vocalists,disney",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Babushka Boi,A$AP Rocky,0.897,0.743,10,-5.446000000000001,0,0.222,0.304,4.44e-05,0.13699999999999998,0.905,134.97899999999998,187105,4,"asap+rocky,hip+hop,hip-hop,lofi,hip-hop,rap,underground+hip-hop",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
Jeans,Justin Quiles,0.807,0.6559999999999999,3,-4.395,0,0.105,0.0165,0.0,0.0693,0.89,83.943,185840,4,"reggaeton,latin,reggaeton,latin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Vertigo,Khalid,0.48700000000000004,0.45799999999999996,4,-7.761,0,0.0371,0.552,0.0257,0.11699999999999999,0.207,115.98899999999999,270413,4,"alternative+rnb,chill,eargasm,amazing,rnb,soul,pop",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),Ed Sheeran,0.778,0.589,8,-5.547999999999999,1,0.26899999999999996,0.467,0.0,0.0902,0.513,98.001,212307,4,"ed+sheeran,a+boogie+wit+da+hoodie,pop,rap,acoustic,british,singer-songwriter",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Kings & Queens,Ava Max,0.638,0.688,1,-4.056,0,0.0407,0.00775,0.0,0.126,0.434,129.856,162399,4,"pop,electropop,2020,am1,pop,female+vocalists,electropop",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Pray,Sam Smith,0.381,0.379,4,-9.36,0,0.0501,0.292,2.79e-06,0.0864,0.153,175.067,221596,3,"awesome,soul,soul,pop,british",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Muévelo,Nicky Jam,0.594,0.8079999999999999,7,-2.4090000000000003,1,0.0489,0.415,1.39e-05,0.565,0.919,188.09,194892,4,"reggaeton,latin,reggaeton,latin,pop",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Ella Quiere Beber - Remix,Anuel AA,0.7509999999999999,0.665,8,-3.083,1,0.124,0.265,0.0,0.0515,0.698,95.23899999999999,219357,4,"reggaeton,trap,hip-hop,latin+trap,reggaeton,trap,latin+trap",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
Pretty Please,Dua Lipa,0.9059999999999999,0.474,1,-6.124,1,0.19399999999999998,0.0311,5.52e-06,0.28600000000000003,0.6559999999999999,106.976,194607,4,"rnb,hot,hinooo,love+at+first+listen,pop,synthpop,british",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Remind Me,Eminem,0.764,0.867,4,-3.8560000000000003,1,0.29600000000000004,0.125,0.0,0.7170000000000001,0.767,93.969,225173,4,"rap,hard+rock,hip-hop,sampling,2010s,rap,hip-hop,eminem",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
Hit Different,SZA,0.679,0.516,0,-6.371,0,0.0452,0.19899999999999998,0.0,0.0965,0.716,120.074,202008,4,"rnb,soul,alternative+rnb,electronic,neo-soul,rnb,soul,alternative+rnb",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Se Preparó,Ozuna,0.7390000000000001,0.821,1,-4.2330000000000005,1,0.0852,0.222,9.6e-06,0.311,0.693,171.077,188080,4,"reggaeton,latin,2010s,reggaeton,puerto+rico,latin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Rescue Me,OneRepublic,0.759,0.605,7,-7.737,1,0.0433,0.156,0.0,0.6940000000000001,0.64,121.04899999999999,158900,4,"2010s,2019,pop+rock,onerepublic,rock,pop+rock,alternative",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CAN'T STOP,DaBaby,0.732,0.7070000000000001,11,-5.849,0,0.304,0.0348,0.0,0.39899999999999997,0.8320000000000001,140.04,168373,4,"hip-hop,rap,trap,hip+hop,hip-hop,rap,trap",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Shameless,Camila Cabello,0.377,0.6509999999999999,4,-5.437,0,0.0588,0.0197,5.31e-05,0.174,0.0851,129.69799999999998,219742,4,"pop,camila+cabello,2010s,pop,female+vocalists,dance",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,0.836,0.617,0,-4.363,1,0.0534,0.17,0.0,0.319,0.866,138.066,206702,4,"drake,lil+yachty,dababy,trap,rap,hip-hop",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
She Loves Control,Camila Cabello,0.65,0.758,2,-4.02,1,0.11599999999999999,0.166,0.0,0.0889,0.6629999999999999,94.9,177160,4,"pop,dance,rnb,dancehall,pop,female+vocalists,dance",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
RONCA FREESTYLE,Bad Bunny,0.856,0.6559999999999999,5,-6.483,0,0.131,0.165,0.0,0.0998,0.586,90.041,150060,4,"latin,reggaeton,hip-hop,trap,puerto+rican,latin,reggaeton,trap",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
Nicht verdient,Capital Bra,0.7190000000000001,0.65,11,-7.274,0,0.23199999999999998,0.381,0.0,0.16699999999999998,0.488,77.98100000000001,176953,4,"deutschrap,rap,german,hip-hop,deutschrap,rap,german",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
better off,Ariana Grande,0.597,0.524,11,-7.247000000000001,1,0.0537,0.21600000000000003,0.0,0.11199999999999999,0.0549,92.568,171333,4,"rnb,chill,love+at+first+listen,pop,pop,rnb,female+vocalists",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
